"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"745","DADAJI TIMES","DELHIN/2000/01365","23-02-2000","Hindi","Monthly","PRINCE SHARMA","PRINCE SHARMA","Delhi","New Delhi","View        registration details for DADAJI TIMES (DELHIN/2000/01365)"
"746","DADARI SAMACHAR TIMES","59784","12-09-1994","Hindi","Daily","DINANATH GUPTA","DEENA NATH GUPTA","Uttar Pradesh","Lucknow","View        registration details for DADARI SAMACHAR TIMES (59784)"
"747","DAHAD TIMES","DELHIN/2001/04955","12-02-2001","Hindi","Monthly","SURESH CHAND SHARMA","SURESH CHAND SHARMA","Delhi","New Delhi","View        registration details for DAHAD TIMES (DELHIN/2001/04955)"
"748","DAHANU TIMES","46935","20-09-1994","MARATHI","Daily","SANDEEP BHAGWANRAO KALE","SANDEEP BHAGWANRAO KALE","Maharashtra","","View        registration details for DAHANU TIMES (46935)"
"749","DAHELIYA TIMES","UPHIN/2015/66713","13-04-2016","Hindi","Daily","ASIT TIWARI","ASIT TIWARI","Uttar Pradesh","Sitapur","View        registration details for DAHELIYA TIMES (UPHIN/2015/66713)"
"750","DAHISAR SATTA TIMES","MAHHIN/2008/26422","01-12-2008","Hindi","Weekly","AZIZ MOHAMMAD SHAIKH","AZIZ MOHAMMAD SHAIKH","Maharashtra","Mumbai Suburban","View        registration details for DAHISAR SATTA TIMES (MAHHIN/2008/26422)"
"751","DAHOD TODAY TIMES","GUJGUJ/2014/59466","08-01-2015","Gujarati","Weekly","NIRAJKUMAR VALJIBHAI MEDA","NIRAJ KUMAR VALJIBHAI MEDA","Gujarat","Gujarat","View        registration details for DAHOD TODAY TIMES (GUJGUJ/2014/59466)"
"752","DAILY BAISWARA TIMES","9964","28-07-1965","Hindi","Daily","DEVI PRASAD DIXIT","SHRI DEVI PRASAD DIXIT","Uttar Pradesh","Uttar Pradesh","View        registration details for DAILY BAISWARA TIMES (9964)"
"753","DAILY MORNING TIMES","UPHIN/2021/84674","30-05-2023","Hindi","Weekly","FARHA","FARHA","Uttar Pradesh","Kanpur Nagar","View        registration details for DAILY MORNING TIMES (UPHIN/2021/84674)"
"754","DAILY SHIPPING TIMES","6425","28-08-1962","English","Daily","KALPESH NAGINDAS MODI","KALPESH NAGINDAS MODI","Maharashtra","Mumbai","View        registration details for DAILY SHIPPING TIMES (6425)"
"755","DAINIK RAJYA TIMES","MPHIN/2001/05043","02-06-2001","Hindi","Monthly","SAYED SOHAIL ALI","SAYYED SOHAIL ALI","Madhya Pradesh","Bhopal","View        registration details for DAINIK RAJYA TIMES (MPHIN/2001/05043)"
"756","DAINIK SAVERA TIMES","PUNHIN/2011/40525","24-01-2012","Hindi","Daily","SHITAL KUMAR VIJ","SHITAL KUMAR VIJ","Punjab","Jalandhar","View        registration details for DAINIK SAVERA TIMES (PUNHIN/2011/40525)"
"757","DAINIK SAVERA TIMES","DELHIN/2013/53563","12-12-2013","Hindi","Daily","SHITAL KUMAR VIJ","SHITAL KUMAR VIJ","Delhi","New Delhi","View        registration details for DAINIK SAVERA TIMES (DELHIN/2013/53563)"
"758","DAINIK SAVERA TIMES","HPHIN/2013/52281","25-09-2013","Hindi","Daily","SHITAL KUMAR VIJ","SHITAL KUMAR VIJ","Himachal Pradesh","Shimla","View        registration details for DAINIK SAVERA TIMES (HPHIN/2013/52281)"
"759","DAINIK SAVERA TIMES","HARHIN/2013/54053","15-01-2014","Hindi","Daily","SHITAL KUMAR VIJ","SHITAL KUMAR VIJ","Haryana","Ambala","View        registration details for DAINIK SAVERA TIMES (HARHIN/2013/54053)"
"760","DAINIK SAVERA TIMES","CHAHIN/2013/52280","25-09-2013","Hindi","Daily","SHITAL KUMAR VIJ","SHITAL KUMAR VIJ","Chandigarh","Chandigarh","View        registration details for DAINIK SAVERA TIMES (CHAHIN/2013/52280)"
"761","DAINIK SAVERA TIMES","JKHIN/2014/58498","25-11-2014","Hindi","Daily","SHITAL KUMAR VIJ","SHITAL KUMAR VIJ","Jammu and Kashmir","Jammu","View        registration details for DAINIK SAVERA TIMES (JKHIN/2014/58498)"
"762","DAINIK SEVASHAKTI TIMES","MAHMAR/2022/87884","11-07-2024","MARATHI","Daily","ANKOSH JANU RATHOD","ANKOSH JANU RATHOD","Maharashtra","","View        registration details for DAINIK SEVASHAKTI TIMES (MAHMAR/2022/87884)"
"763","DAINIK YALGAR TIMES","64387","25-05-1996","Hindi","Daily","ARIF KHAN","ARIF KHAN","Madhya Pradesh","Bhopal","View        registration details for DAINIK YALGAR TIMES (64387)"
"764","DAINIK YALGAR TIMES","MPHIN/2016/70904","17-03-2017","Hindi","Daily","ARIF KHAN","ARIF KHAN","Madhya Pradesh","Madhya Pradesh","View        registration details for DAINIK YALGAR TIMES (MPHIN/2016/70904)"
"765","DAINIK YALGAR TIMES","MPHIN/2017/71461","26-04-2017","Hindi","Daily","ARIF KHAN","ARIF KHAN","Madhya Pradesh","Rajgarh","View        registration details for DAINIK YALGAR TIMES (MPHIN/2017/71461)"
"766","DAKHAN TIMES","70380","08-12-1997","Gujarati","Weekly","ASHOK N. PATIL","AVISHKAR PUBLICATIONS PVT. LTD.","Gujarat","Valsad","View        registration details for DAKHAN TIMES (70380)"
"767","DAKSH TIMES","RAJHIN/2015/68917","07-10-2016","Hindi","Fortnightly","ARPIT JAIN","ARPIT JAIN","Rajasthan","Bhilwara","View        registration details for DAKSH TIMES (RAJHIN/2015/68917)"
"768","DAKSHA POLICE TIMES","MAHMAR/2009/28242","29-06-2009","Marathi","Weekly","KIRAN DATTARAM SAWANT","RITESH HUKUMCHAND SURANA","Maharashtra","Mumbai","View        registration details for DAKSHA POLICE TIMES (MAHMAR/2009/28242)"
"769","DALLO TIMES","72032","30-06-1999","Hindi","Weekly","DR. RAJKUMAR CHAUDHARY","DR. RAJKUMAR CHAUDHARY","Uttar Pradesh","Ghaziabad","View        registration details for DALLO TIMES (72032)"
"770","DALMAU TIMES","UPHIN/2019/77778","22-07-2019","Hindi","Weekly","ASHEESH KUMAR","ASHEESH KUMAR","Uttar Pradesh","Rae Bareli","View        registration details for DALMAU TIMES (UPHIN/2019/77778)"
"771","DAMAJI TIMES","MAHMAR/2017/74031","01-12-2017","Marathi","Weekly","VILAS EKNATH MASAL","VILAS EKNATH MASAL","Maharashtra","Solapur","View        registration details for DAMAJI TIMES (MAHMAR/2017/74031)"
"772","DAMAN GANGA TIMES","DNHGUJ/2010/35280","10-01-2011","Gujarati","Daily","NANALAL V. UKANI","SHEETAL PUBLICATION","Dadra & Nagar Haveli","Dadra & Nagar Haveli","View        registration details for DAMAN GANGA TIMES (DNHGUJ/2010/35280)"
"773","DAMANGANGA TIMES","72378","26-05-1998","Gujarati","Daily","NANALAL V. UKANI","SHEETAL PUBLICATIONS","Gujarat","Valsad","View        registration details for DAMANGANGA TIMES (72378)"
"774","DAMKESHWAR TIMES","UTTHIN/2012/48827","25-03-2013","Hindi","Weekly","YASHWANT SINGH RAWAT","YASHWANT SINGH RAWAT","Uttarakhand","Haridwar","View        registration details for DAMKESHWAR TIMES (UTTHIN/2012/48827)"
"775","DANKA TIMES","MAHMAR/2012/45033","03-09-2012","Marathi","Weekly","VISHWANATH VITTHAL VANKORE","VISHVANATH VITTHAL VHANKORE","Maharashtra","Solapur","View        registration details for DANKA TIMES (MAHMAR/2012/45033)"
"776","DANTA TIMES","GUJGUJ/1992/00711","29-05-1978","Gujarati","Weekly","SHARAD K. PATEL","SHARAD K. PATEL","Gujarat","Banaskantha","View        registration details for DANTA TIMES (GUJGUJ/1992/00711)"
"777","DANUNJAYTIMES TELUGUDAILY","APTEL/26/A0209","02-01-2026","Telugu","Daily","MADDALA RAGHURAMI REDDY","MADDALA RAGHURAMI REDDY","Andhra Pradesh","Y.S.R.","View        registration details for DANUNJAYTIMES TELUGUDAILY (APTEL/26/A0209)"
"778","DARPAN TIMES","MAHMAR/2004/15653","11-08-2005","Marathi","Daily","VIJAY DTTATRAY NAVARKAR","JAGRUTI VIJAY NAVARKAR","Maharashtra","Jalgaon","View        registration details for DARPAN TIMES (MAHMAR/2004/15653)"
"779","DARPAN TIMES","UPHIN/2004/23262","07-03-2008","Hindi","Daily","ONKAR BHARDWAJ","ONKAR BHARDWAJ","Uttar Pradesh","Bulandshahr","View        registration details for DARPAN TIMES (UPHIN/2004/23262)"
"780","DARWHA TIMES","50014","03-07-1991","Marathi","Weekly","MANDHANA HARISH RAMESHWAR","MANDHANA HARISH RAMESHWAR","Maharashtra","Yavatmal","View        registration details for DARWHA TIMES (50014)"
"781","DASHA TIMES","KARKAN/2023/89186","25-09-2024","KANNADA","Daily","DASHARATHA","DASHARATHA","Karnataka","","View        registration details for DASHA TIMES (KARKAN/2023/89186)"
"782","DASHMAT TIMES","CHHHIN/2010/37058","03-05-2011","Hindi","Monthly","MUKESH KUMAR CHELAK","MUKESH KUMAR CHELAK","Chhattisgarh","Raipur","View        registration details for DASHMAT TIMES (CHHHIN/2010/37058)"
"783","DASTAK TIMES","UPHIN/2006/21605","24-10-2007","Hindi","Monthly","RAM KUMAR SINGH","RAM KUMAR SINGH","Uttar Pradesh","Lucknow","View        registration details for DASTAK TIMES (UPHIN/2006/21605)"
"784","DASTAK TIMES","UPHIN/2010/37792","09-06-2011","Hindi","Daily","RAM KUMAR SINGH","RAM KUMAR SINGH","Uttar Pradesh","Lucknow","View        registration details for DASTAK TIMES (UPHIN/2010/37792)"
"785","DATAAR TIMES","TELENG/2005/15039","14-02-2005","English","Daily","MOHAMMED KASHIF UDDIN SIDDIQUI","MOHAMMED KASHIF UDDIN SIDDIQUI","Telangana","Hyderabad","View        registration details for DATAAR TIMES (TELENG/2005/15039)"
"786","DATIYA TIMES","MPHIN/2021/82312","04-10-2022","Hindi","Monthly","MADHU SHARMA","MADHU SHARMA","Madhya Pradesh","Gwalior","View        registration details for DATIYA TIMES (MPHIN/2021/82312)"
"787","DAUDI TIMES","47597","22-06-1988","Hindi","Weekly","ISMAIL HUSAIN BADSHAH","ISMILE HUSSAIN BADSH","Madhya Pradesh","Ujjain","View        registration details for DAUDI TIMES (47597)"
"788","DAVANGERE TIMES","29774","24-10-1977","Kannada","Daily","J.S.VEERESH","J.S. VEERESH","Karnataka","Davanagere","View        registration details for DAVANGERE TIMES (29774)"
"789","DAWAT SAMACHAR TIMES","59461","13-02-1995","Hindi","Weekly","KHURSHID AHMAD","KHURSHID AHMAD","Delhi","New Delhi","View        registration details for DAWAT SAMACHAR TIMES (59461)"
"790","DAWAT TIMES","UPURD/2013/50232","10-06-2013","Urdu","Daily","MOHAMMAD SHARIF KHAN","MOHD.SHARIF KHAN","Uttar Pradesh","Amethi","View        registration details for DAWAT TIMES (UPURD/2013/50232)"
"791","DAWAT TIMES","UPURD/2010/35128","31-12-2010","Urdu","Daily","MOHD. SHARIF KHAN","MOHD.SHARIF KHAN","Uttar Pradesh","Pratapgarh","View        registration details for DAWAT TIMES (UPURD/2010/35128)"
"792","Daxin Times Every Moment Every Story","TGTEL/25/A5132","15-12-2025","Telugu","Daily","THUMMALA DURGA SIVA PRASAD REDDY","THUMMALA DURGA SIVA PRASAD REDDY","Telangana","Rangareddy","View        registration details for Daxin Times Every Moment Every Story (TGTEL/25/A5132)"
"793","DAY NIGHT TIMES","MAHMAR/2010/32447","31-05-2010","Marathi","Weekly","SHANTARAM B. SHELKE","SHANTARAM B. SHELKE","Maharashtra","Thane","View        registration details for DAY NIGHT TIMES (MAHMAR/2010/32447)"
"794","DAYANAND TIMES","GUJGUJ/2014/58000","28-10-2014","Gujarati","Fortnightly","HARISH RANA","HARISH RANA","Gujarat","Gandhinagar","View        registration details for DAYANAND TIMES (GUJGUJ/2014/58000)"
"795","DECCAN TIMES","5639","22-04-1955","English","Weekly","A.S. BHARATI","SHRI A.S. BHARATI","Telangana","Hyderabad","View        registration details for DECCAN TIMES (5639)"
"796","DECENT TIMES","MPHIN/2010/36158","11-03-2011","Hindi","Monthly","POORNIMA PANDYA","POORNIMA PANDYA","Madhya Pradesh","Ujjain","View        registration details for DECENT TIMES (MPHIN/2010/36158)"
"797","DEEN JEEVAN TIMES","RAJHIN/2014/66360","07-03-2016","Hindi","Fortnightly","HANS KUMAR MEHRA","HANS KUMAR MEHRA","Rajasthan","Dausa","View        registration details for DEEN JEEVAN TIMES (RAJHIN/2014/66360)"
"798","DEEP TIMES","GUJGUJ/2000/04494","28-08-2000","Gujarati","Weekly","Dipak Champaklal Brahmakshtriya","BRAHAMAKSHATRIYA DIPAK C.","Gujarat","Patan","View        registration details for DEEP TIMES (GUJGUJ/2000/04494)"
"799","DEEP TIMES","59630","16-07-1994","Hindi","Daily","PRADEEP KUMAR GAUTAM","PRADEEP KUMAR GAUTAM","Uttar Pradesh","Meerut","View        registration details for DEEP TIMES (59630)"
"800","DEEPAK TIMES","50948","05-07-1989","Hindi","Weekly","SATENDRA PAL SHARMA","SATENDRA PAL SHARMA","Uttar Pradesh","Bulandshahr","View        registration details for DEEPAK TIMES (50948)"
"801","DEEPANKAR TIMES","UPHIN/2007/20643","27-07-2007","Hindi","Weekly","SONI ANAND","SONI ANAND","Uttar Pradesh","Lucknow","View        registration details for DEEPANKAR TIMES (UPHIN/2007/20643)"
"802","DEEPRAJ TIMES","UPHIN/2015/65553","08-01-2016","Hindi","Daily","KRIPASHANKAR AWASTHI","KRIPASHANKAR AWASTHI","Uttar Pradesh","Lucknow","View        registration details for DEEPRAJ TIMES (UPHIN/2015/65553)"
"803","DEEPRAJ TIMES","UPHIN/2013/53919","07-01-2014","Hindi","Weekly","KRIPASHANKAR AWASTHI","KRIPASHANKAR AWASTHI","Uttar Pradesh","Lucknow","View        registration details for DEEPRAJ TIMES (UPHIN/2013/53919)"
"804","DEESA TIMES","6494","01-01-1963","Gujarati","Weekly","VIRENDRAKUMAR AJAYKUMAR KAPOOR","VIRENDRAKUMAR AJAYKUMAR KAPOOR","Gujarat","Banaskantha","View        registration details for DEESA TIMES (6494)"
"805","DEEVAA TIMES NEWS","GJGUJ/26/A1455","25-02-2026","Gujarati","Fortnightly","JIGEN VORA","JIGEN VORA","Gujarat","Vadodara","View        registration details for DEEVAA TIMES NEWS (GJGUJ/26/A1455)"
"806","DEGLOOR TIMES","MAHMAR/2023/89170","25-09-2024","MARATHI","Weekly","GAJANAN SHESHERAO TEKALE","GAJANAN SHESHERAO TEKALE","Maharashtra","Nanded","View        registration details for DEGLOOR TIMES (MAHMAR/2023/89170)"
"807","DEHAT TIMES","15949","01-01-1966","Hindi","Weekly","RAMA AWATAR  KAUSHIK","RAMA AWATAR  KAUSHIK","Rajasthan","Alwar","View        registration details for DEHAT TIMES (15949)"
"808","DEHLAVI TIMES","DELHIN/2016/69548","05-12-2016","Hindi","Weekly","NASREEN BEGUM","NASREEN BEGUM","Delhi","New Delhi","View        registration details for DEHLAVI TIMES (DELHIN/2016/69548)"
"809","DEHRADUN TIMES","69953","18-10-1998","Hindi","Daily","ANIL VERMA","ANIL VERMA","Uttarakhand","Dehradun","View        registration details for DEHRADUN TIMES (69953)"
"810","DEHRADUN TIMES","UTTHIN/2009/28596","03-08-2009","Hindi","Daily","ANIL VERMA","ANIL VERMA","Uttarakhand","Nainital","View        registration details for DEHRADUN TIMES (UTTHIN/2009/28596)"
"811","DEHRADUN TIMES","UTTHIN/2008/25389","26-08-2008","Hindi","Weekly","ANIL VERMA","ANIL VERMA","Uttarakhand","Garhwal","View        registration details for DEHRADUN TIMES (UTTHIN/2008/25389)"
"812","DEHRADUN TIMES","UTTHIN/2008/23285","11-03-2008","Hindi","Daily","ANIL VERMA","ANIL VERMA","Uttarakhand","Almora","View        registration details for DEHRADUN TIMES (UTTHIN/2008/23285)"
"813","DEHRADUN TIMES","UPHIN/2013/49092","09-04-2013","Hindi","Daily","ANIL VERMA","ANIL VERMA","Uttar Pradesh","Lucknow","View        registration details for DEHRADUN TIMES (UPHIN/2013/49092)"
"814","DEHRADUN TIMES","UTTHIN/2009/28327","08-07-2009","Hindi","Daily","ANIL VERMA","ANIL VERMA","Uttarakhand","Tehri Garhwal","View        registration details for DEHRADUN TIMES (UTTHIN/2009/28327)"
"815","DEJI TIMES","UPHIN/2018/78363","06-01-2020","Hindi","Daily","ANWAR HUSSAIN","ANWAR HUSSAIN","Uttar Pradesh","Lucknow","View        registration details for DEJI TIMES (UPHIN/2018/78363)"
"816","DEJI TIMES","UPHIN/2024/90935","18-06-2025","Hindi","Monthly","ANWAR HUSSAIN","ANWAR HUSSAIN","Uttar Pradesh","Lucknow","View        registration details for DEJI TIMES (UPHIN/2024/90935)"
"817","DEJI TIMES","UPHIN/2016/66784","22-04-2016","Hindi","Daily","ANWAR HUSSAIN","ANWAR HUSSAIN","Uttar Pradesh","Fatehpur","View        registration details for DEJI TIMES (UPHIN/2016/66784)"
"818","DELHI KESARI TIMES","DELHIN/2016/68113","29-07-2016","Hindi","Weekly","PAWAN KUMAR","PAWAN KUMAR","Delhi","New Delhi","View        registration details for DELHI KESARI TIMES (DELHIN/2016/68113)"
"819","DELHI LAW TIMES","10448","02-04-2013","English","Daily","PRADEEP BAHL","PRADEEP BAHL","Delhi","New Delhi","View        registration details for DELHI LAW TIMES (10448)"
"820","DELHI METRO TIMES","DELHIN/2012/47689","24-01-2013","Hindi","Weekly","SUNIL KUMAR SINGH","SUNIL KUMAR SINGH","Delhi","New Delhi","View        registration details for DELHI METRO TIMES (DELHIN/2012/47689)"
"821","DELHI SAMARPAN TIMES","69089","24-04-1998","Hindi","Fortnightly","RAJENDRA KHARRA","RAJENDRA KHARRA","Delhi","New Delhi","View        registration details for DELHI SAMARPAN TIMES (69089)"
"822","DELHI TIMES OF INDIA","DELENG/2001/05765","08-11-2001","English","Daily","RAJEEV YADAV","BENNETT, COLEMAN & CO.LTD","Delhi","New Delhi","View        registration details for DELHI TIMES OF INDIA (DELENG/2001/05765)"
"823","DELHI VIGILENCE TIMES","DELHIN/2004/11790","02-01-2004","Hindi","Fortnightly","VINITA","VINITA","Delhi","New Delhi","View        registration details for DELHI VIGILENCE TIMES (DELHIN/2004/11790)"
"824","DEORIA TIMES","UPHIN/2019/77982","11-09-2019","Hindi","Weekly","SANTOSH KUMAR VISHWAKARMA","SANTOSH KUMAR VISHWAKARMA","Uttar Pradesh","Lucknow","View        registration details for DEORIA TIMES (UPHIN/2019/77982)"
"825","DEPALPUR TIMES","45160","01-01-1981","Hindi","Monthly","NAKUL CHOUHAN","NAKUL CHOUHAN","Madhya Pradesh","Indore","View        registration details for DEPALPUR TIMES (45160)"
"826","DESH BHAKT TIMES","DELHIN/2004/13433","25-03-2004","Hindi","Daily","K. SATYANARAYANA","K. SATYANARAYANA","Delhi","New Delhi","View        registration details for DESH BHAKT TIMES (DELHIN/2004/13433)"
"827","DESH BHAKT TIMES","CHHHIN/2013/49504","06-05-2013","Hindi","Daily","K. SATYANARAYANA","K. SATYANARAYANA","Chhattisgarh","Raipur","View        registration details for DESH BHAKT TIMES (CHHHIN/2013/49504)"
"828","DESH BHAKT TIMES","APHIN/2013/47942","08-02-2013","Hindi","Daily","K. SATYANARAYANA","K. SATYANARAYANA","Andhra Pradesh","Hyderabad","View        registration details for DESH BHAKT TIMES (APHIN/2013/47942)"
"829","DESH BHAKT TIMES","MPHIN/2013/52976","05-11-2013","Hindi","Daily","K.SATYANARAYANA","K. SATYANARAYANA","Madhya Pradesh","Gwalior","View        registration details for DESH BHAKT TIMES (MPHIN/2013/52976)"
"830","DESH BHAKT TIMES","55705","21-01-1993","Hindi","Weekly","K. SATYANARAYANA","K. SATYANARAYANA","Delhi","New Delhi","View        registration details for DESH BHAKT TIMES (55705)"
"831","DESH BHAKT TIMES","KARHIN/2012/47376","07-01-2013","Hindi","Daily","K.SATYANARAYANA","K.SATYANARAYANA","Karnataka","Bengaluru","View        registration details for DESH BHAKT TIMES (KARHIN/2012/47376)"
"832","DESH BHAKT TIMES","WBHIN/2013/51243","01-08-2013","Hindi","Daily","K. SATYANARAYANA","K. SATYANARAYANA","West Bengal","Kolkata","View        registration details for DESH BHAKT TIMES (WBHIN/2013/51243)"
"833","DESH HAMARA TIMES","MAHBIL/2015/62276","28-05-2015","Marathi, Hindi","Weekly","RAMACHHARYA RAMKISHOR SINGH","RAMACHHARYA RAMKISHOR SINGH","Maharashtra","Thane","View        registration details for DESH HAMARA TIMES (MAHBIL/2015/62276)"
"834","DESH PREMI TIMES","50219","15-12-1989","Hindi","Weekly","LAKHVINDER SINGH","LAKHVINDER SINGH","Madhya Pradesh","Bhopal","View        registration details for DESH PREMI TIMES (50219)"
"835","DESH VIDESH TIMES","MAHMAR/2021/90661","23-04-2025","MARATHI","Weekly","SACHIN WAMAN SALUNKE","SACHIN WAMAN SALUNKE","Maharashtra","Raigad","View        registration details for DESH VIDESH TIMES (MAHMAR/2021/90661)"
"836","DESHA TIMES","TELTEL/2011/46100","30-10-2012","Telugu","Monthly","SAYED PASHA","SAYED PASHA","Telangana","Nalgonda","View        registration details for DESHA TIMES (TELTEL/2011/46100)"
"837","DESHA TIMES","TELTEL/2010/34557","30-11-2010","Telugu","Daily","SAYED PASHA","SAYED PASHA","Telangana","Nalgonda","View        registration details for DESHA TIMES (TELTEL/2010/34557)"
"838","DESHAYAN TIMES","UPHIN/2023/84860","06-06-2023","Hindi","Weekly","VIPIN SINGH","VIPIN SINGH","Uttar Pradesh","Kanpur Nagar","View        registration details for DESHAYAN TIMES (UPHIN/2023/84860)"
"839","DESHDOOT TIMES","69097","30-05-1998","English","Daily","RAJENDRA KRISHNARAO SONAWANE","SHRIRANG PRAKASHAN PVT.LTD.","Maharashtra","Nashik","View        registration details for DESHDOOT TIMES (69097)"
"840","DESHWAL TIMES","DELHIN/2007/22421","31-12-2007","Hindi","Daily","DANISH DESHWAL","MAHFUJ ALI DESHWAL","Delhi","New Delhi","View        registration details for DESHWAL TIMES (DELHIN/2007/22421)"
"841","DESHWAL TIMES","UPHIN/2002/08162","13-08-2002","Hindi","Weekly","MAHFUJ ALI DESHWAL","MAHFUJ ALI DESHWAL","Uttar Pradesh","Uttar Pradesh","View        registration details for DESHWAL TIMES (UPHIN/2002/08162)"
"842","DEV BHOOMI DHARTI TIMES","GUJGUJ/2015/64650","07-11-2015","Gujarati","Weekly","BHAGVANJIBHAI HEMRAJBHAI THOBHANI","BHAGVANJIBHAI HEMRAJBHAI THOBHANI","Gujarat","Devbhumi Dwarka","View        registration details for DEV BHOOMI DHARTI TIMES (GUJGUJ/2015/64650)"
"843","DEV MANAV TIMES","UPHIN/2018/76318","26-10-2018","Hindi","Weekly","SACHIN KUMAR","SACHIN KUMAR","Uttar Pradesh","Ghaziabad","View        registration details for DEV MANAV TIMES (UPHIN/2018/76318)"
"844","DEV TIMES","PUNPUN/2023/88799","09-09-2024","PUNJABI","Daily","RATTAN DEV VERMA","RATTAN DEV VERMA","Punjab","Sangrur","View        registration details for DEV TIMES (PUNPUN/2023/88799)"
"845","DEVANCHAL TIMES","UTTHIN/2006/18055","07-12-2006","Hindi","Weekly","SACHIN SHARMA","SACHIN SHARMA","Uttarakhand","Dehradun","View        registration details for DEVANCHAL TIMES (UTTHIN/2006/18055)"
"846","DEVBHOOMI NEWS TIMES","HPHIN/25/A2222","19-08-2025","Hindi","Weekly","AMAN DEEP","AMAN DEEP","Himachal Pradesh","Mandi","View        registration details for DEVBHOOMI NEWS TIMES (HPHIN/25/A2222)"
"847","DEVBHOOMI TIMES","UTTHIN/2005/14973","09-03-2005","Hindi","Weekly","ANJU CHAUHAN","ANJU CHAUHAN","Uttarakhand","Dehradun","View        registration details for DEVBHOOMI TIMES (UTTHIN/2005/14973)"
"848","DEVENDRA TIMES","MPHIN/2016/69183","09-11-2016","Hindi","Daily","PRATEEK JOSHI","PRATEEK JOSHI","Madhya Pradesh","Jabalpur","View        registration details for DEVENDRA TIMES (MPHIN/2016/69183)"
"849","DEVGARH TIMES","UPHIN/2017/74728","15-02-2018","Hindi","Weekly","ANANT KUMAR","ANANT KUMAR","Uttar Pradesh","Lalitpur","View        registration details for DEVGARH TIMES (UPHIN/2017/74728)"
"850","DEVKI NANDAN TIMES","DELHIN/2006/16299","02-01-2006","Hindi","Monthly","MOOLCHAND GUPTA","MOOLCHAND GUPTA","Delhi","New Delhi","View        registration details for DEVKI NANDAN TIMES (DELHIN/2006/16299)"
"851","DEVKI TIMES","MPHIN/2015/62606","15-06-2015","Hindi","Monthly","ATHAR HUSSAIN","ATHAR HUSSAIN","Madhya Pradesh","Bhopal","View        registration details for DEVKI TIMES (MPHIN/2015/62606)"
"852","DEVSTHALI TIMES","UTTHIN/2021/89106","24-09-2024","HINDI","Weekly","ANIL SATTI","ANIL SATTI","Uttarakhand","Haridwar","View        registration details for DEVSTHALI TIMES (UTTHIN/2021/89106)"
"853","DEWAS TIMES BULLETIN","MPHIN/2016/70816","14-03-2017","Hindi","Monthly","LOKESH SINGH","LOKESH SINGH","Madhya Pradesh","Dewas","View        registration details for DEWAS TIMES BULLETIN (MPHIN/2016/70816)"
"854","DHADKAN TIMES","UPHIN/2023/84156","04-05-2023","Hindi","Weekly","PRAMOD SINGH","PRAMOD SINGH","Uttar Pradesh","Hardoi","View        registration details for DHADKAN TIMES (UPHIN/2023/84156)"
"855","DHAKAD TIMES","MPHIN/2018/76176","05-10-2018","Hindi","Monthly","SUMAN","SUMAN","Madhya Pradesh","Bhopal","View        registration details for DHAKAD TIMES (MPHIN/2018/76176)"
"856","DHANGAR TIMES","MAHMAR/2022/84256","18-05-2023","Marathi","Weekly","BAPU SANJAY MASAL","BAPU SANJAY MASAL","Maharashtra","Solapur","View        registration details for DHANGAR TIMES (MAHMAR/2022/84256)"
"857","DHANI TIMES","UPHIN/2009/33105","30-07-2010","Hindi","Weekly","VINOD SINGH","VINOD SINGH","Uttar Pradesh","Gonda","View        registration details for DHANI TIMES (UPHIN/2009/33105)"
"858","DHANVANTARI TIMES","RAJHIN/2004/13853","26-03-2004","Hindi","Fortnightly","VIKRANT M. DAVE","VIKRANT M. DAVE","Rajasthan","Jodhpur","View        registration details for DHANVANTARI TIMES (RAJHIN/2004/13853)"
"859","DHARA TIMES","UPHIN/2013/48793","21-03-2013","Hindi","Weekly","KULDEEP ARORA","KULDEEP ARORA","Uttar Pradesh","Saharanpur","View        registration details for DHARA TIMES (UPHIN/2013/48793)"
"860","DHARAM PRACHAND AWAZ TIMES","DELHIN/2005/15663","19-07-2005","Hindi","Monthly","PRAKASH","PRAKASH","Delhi","New Delhi","View        registration details for DHARAM PRACHAND AWAZ TIMES (DELHIN/2005/15663)"
"861","DHARAMSHAMDA TIMES","UPHIN/2012/43068","18-06-2012","Hindi","Weekly","MUNNA MISHRA","MUNNA MISHRA","Uttar Pradesh","Kushinagar","View        registration details for DHARAMSHAMDA TIMES (UPHIN/2012/43068)"
"862","DHARESHWAR  TIMES","MHMAR/25/A2655","18-09-2025","Marathi","Weekly","MAHESH SUDHAKAR KULKARNI","MAHESH SUDHAKAR KULKARNI","Maharashtra","Beed","View        registration details for DHARESHWAR  TIMES (MHMAR/25/A2655)"
"863","DHARMENDER TIMES","47398","08-07-1988","Hindi","Monthly","HARI OM SINGH","HARI OM SINGH","Delhi","New Delhi","View        registration details for DHARMENDER TIMES (47398)"
"864","DHARNA TIMES","MPHIN/2019/78551","02-03-2020","Hindi","Monthly","DR. ANIL SHRIVASTAVA","DR ANIL SHRIVASTAVA","Madhya Pradesh","Bhopal","View        registration details for DHARNA TIMES (MPHIN/2019/78551)"
"865","DHARTI TIMES","JKENG/2008/24116","19-05-2008","English","Daily","RAJESH  DUTTA","RAJESH DATTA","Jammu and Kashmir","Jammu","View        registration details for DHARTI TIMES (JKENG/2008/24116)"
