"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"883","AAPTUDU","APTEL/2010/35428","24-01-2011","Telugu","Weekly","RONANKI GOPALA RAO","RONANKI GOPALA RAO","Andhra Pradesh","Visakhapatnam","View        registration details for AAPTUDU (APTEL/2010/35428)"
"884","AARAAM PAARVAI","TNTAM/2018/77424","27-05-2019","Tamil","Fortnightly","S. RAJESH KANNAN","S.RAJESH KANNAN","Tamil Nadu","Ramanathapuram","View        registration details for AARAAM PAARVAI (TNTAM/2018/77424)"
"885","AARADHYA DARPAN TIMES","GUJHIN/2023/85399","30-11-2023","Hindi","Weekly","YADAV VINODKUMAR KAMLAPRASAD","YADAV VINODKUMAR KAMLAPRASAD","Gujarat","Surat","View        registration details for AARADHYA DARPAN TIMES (GUJHIN/2023/85399)"
"886","AARADHYA DARPAN TIMES","GUJGUJ/2022/83342","24-02-2023","Gujarati","Fortnightly","YADAV VINODKUMAR KAMLAPRASAD","YADAV VINODKUMAR KAMLAPRASAD","Gujarat","Surat","View        registration details for AARADHYA DARPAN TIMES (GUJGUJ/2022/83342)"
"887","AARADHYA EXPRESS","MPBIL/2016/71107","07-04-2017","English, HINDI","Monthly","GAURAV","GAURAV","Madhya Pradesh","Ratlam","View        registration details for AARADHYA EXPRESS (MPBIL/2016/71107)"
"888","AARAKSHAKA LAHARI","KARKAN/2021/80425","27-09-2021","Kannada","Monthly","DR. D.C.RAJAPPA","DR.D.C.RAJAPPA","Karnataka","Bengaluru","View        registration details for AARAKSHAKA LAHARI (KARKAN/2021/80425)"
"889","AARAM VIRAL","TNTAM/2017/74328","29-12-2017","Tamil","Fortnightly","N RAMACHANDRAN","N RAMACHANDRAN","Tamil Nadu","Kanniyakumari","View        registration details for AARAM VIRAL (TNTAM/2017/74328)"
"890","AARAMBAM MALAR","TNTAM/2021/82375","11-10-2022","Tamil","Weekly","MOORTHYGOVINDHAN","MOORTHYGOVINDHAN","Tamil Nadu","Coimbatore","View        registration details for AARAMBAM MALAR (TNTAM/2021/82375)"
"891","AARAMBH AUR ANTH","55811","25-03-1992","Hindi","Weekly","RAJEEV VASHISHT","RAJEEV VASHISHT","Uttar Pradesh","Meerut","View        registration details for AARAMBH AUR ANTH (55811)"
"892","AARAMBH EK DASTAK","UPHIN/2016/70266","25-01-2017","Hindi","Quarterly","MEENAKSHI SHARMA","MEENAKSHI SHARMA","Uttar Pradesh","Ghaziabad","View        registration details for AARAMBH EK DASTAK (UPHIN/2016/70266)"
"893","Aarambh New Nagpur Yashogatha","MHBIL/25/A0577","28-05-2025","English, Marathi","Annual","Yash Sudesh Rajapure","Yash Sudesh Rajapure","Maharashtra","Nagpur","View        registration details for Aarambh New Nagpur Yashogatha (MHBIL/25/A0577)"
"894","AARAMBH SHAKTI","MPHIN/2023/87215","08-05-2024","Hindi","Quarterly","SHADAB","SHADAB","Madhya Pradesh","Bhopal","View        registration details for AARAMBH SHAKTI (MPHIN/2023/87215)"
"895","AARAMBHA","KARKAN/2011/42220","14-05-2012","Kannada","Daily","RANJITH M.J.","RANJITH M.J.","Karnataka","Ramanagara","View        registration details for AARAMBHA (KARKAN/2011/42220)"
"896","AARANI AGARATHAMIZH","TNTAM/26/A1794","20-03-2026","Tamil","Monthly","K KUMARESAN","K KUMARESAN","Tamil Nadu","Tiruvannamalai","View        registration details for AARANI AGARATHAMIZH (TNTAM/26/A1794)"
"897","AARAS PAARAS","72393","16-09-1999","Gujarati","Weekly","VASANT AMARSHI PURANI","MAHESH N. MANEK","Maharashtra","Mumbai","View        registration details for AARAS PAARAS (72393)"
"898","AARASA","71036","05-06-1999","Marathi","Weekly","CHANDRASHEKHAR VISHRAM BHISE","CHANDRASHEKHAR VISHRAM BHISE","Maharashtra","Ratnagiri","View        registration details for AARASA (71036)"
"899","AARASA","20750","22-02-1972","Marathi","Weekly","C V BHISE","CHANDRASHEKHAR VISHRAM BHISE","Maharashtra","Ratnagiri","View        registration details for AARASA (20750)"
"900","AARAV SEHER","HARHIN/2018/76547","11-12-2018","Hindi","Monthly","DEEPAK SHARMA","DEEPAK SHARMA","Haryana","Fatehabad","View        registration details for AARAV SEHER (HARHIN/2018/76547)"
"901","AARAV SOCH","UPHIN/2021/84383","19-05-2023","Hindi","Monthly","SUNEETA TIWARI","SUNEETA TIWARI","Uttar Pradesh","Lucknow","View        registration details for AARAV SOCH (UPHIN/2021/84383)"
"902","AARINI SAHITYA WARIDHI","MPBIL/2022/87375","27-05-2024","English, HINDI","Half Yearly","MEENU PANDEY","MEENU PANDEY","Madhya Pradesh","Bhopal","View        registration details for AARINI SAHITYA WARIDHI (MPBIL/2022/87375)"
"903","AARNA TIMES","UTTHIN/2023/86846","09-04-2024","Hindi","Fortnightly","ASHA BHATT","ASHA BHATT","Uttarakhand","Dehradun","View        registration details for AARNA TIMES (UTTHIN/2023/86846)"
"904","AAROGYA CHIKITSA","MAHMAR/2018/77651","24-06-2019","Marathi","Monthly","DR. JAYANT B. JAHAGIRDAR","DR.JAYANT B. JAHAGIRDAR","Maharashtra","Jalgaon","View        registration details for AAROGYA CHIKITSA (MAHMAR/2018/77651)"
"905","AAROGYA DARSHAN","MAHMAR/2017/74343","29-12-2017","Marathi","Weekly","PARAMESHWAR SHRIRAM JAMDHADE","PARAMESHWAR SHRIRAM JAMDHADE","Maharashtra","Washim","View        registration details for AAROGYA DARSHAN (MAHMAR/2017/74343)"
"906","AAROGYA DARSHINI","TELTEL/2015/61261","15-04-2015","Telugu","Fortnightly","DR. PAVUSHETTY SREEDHAR","PAVUSHETTY SREEDHAR","Telangana","Warangal","View        registration details for AAROGYA DARSHINI (TELTEL/2015/61261)"
"907","AAROGYA GANGA","UTTHIN/2010/35665","08-02-2011","Hindi","Weekly","SAROJNI SAKLANI","SAROJNI SAKLANI","Uttarakhand","Dehradun","View        registration details for AAROGYA GANGA (UTTHIN/2010/35665)"
"908","AAROGYA HARIVILLU","TELTEL/2016/69804","27-12-2016","Telugu","Monthly","P. NARESH","P.NARESH","Telangana","Hyderabad","View        registration details for AAROGYA HARIVILLU (TELTEL/2016/69804)"
"909","AAROGYA LAKSHMI","APBIL/2013/54326","30-01-2014","English, Telugu","Monthly","Rachamsetty Durga Sangameswara Prakash","Rachamsetty Durga Sangameswara Prakash","Andhra Pradesh","Hyderabad","View        registration details for AAROGYA LAKSHMI (APBIL/2013/54326)"
"910","AAROGYA POST","MPHIN/2018/77569","18-06-2019","Hindi","Monthly","DEEPALI MISHRA","DEEPALI MISHRA","Madhya Pradesh","Bhopal","View        registration details for AAROGYA POST (MPHIN/2018/77569)"
"911","AAROGYA PRAKASH","DELHIN/2004/14314","25-02-2004","Hindi","Quarterly","MAHESH KUMAR SHARMA","MAHESH KUMAR SHARMA","Delhi","New Delhi","View        registration details for AAROGYA PRAKASH (DELHIN/2004/14314)"
"912","AAROGYA SHASTRA","MAHMAR/2018/77296","02-05-2019","Marathi","Weekly","BABU VAJIR SHAIKH","BABU VAJIR SHAIKH","Maharashtra","Solapur","View        registration details for AAROGYA SHASTRA (MAHMAR/2018/77296)"
"913","AAROGYA SPANDAN","MAHMAR/2008/27714","07-04-2010","Marathi","Monthly","SUDESH RAMKRISHNA BHOSLE","SUDESH RAMKRISHNA BHOSLE","Maharashtra","Satara","View        registration details for AAROGYA SPANDAN (MAHMAR/2008/27714)"
"914","AAROGYA VARDHAN","DELHIN/2021/85650","27-10-2023","Hindi","Monthly","ANIL KUMAR","ANIL KUMAR","Delhi","New Delhi","View        registration details for AAROGYA VARDHAN (DELHIN/2021/85650)"
"915","AAROGYAM SWASTHYA PATRIKA","RJBIL/25/A1723","07-07-2025","English, Hindi","Quarterly","Rakesh Kumar Sharma","Dr. Sarvepalli Radhakrishnan Rajasthan Ayurved University","Rajasthan","Jodhpur","View        registration details for AAROGYAM SWASTHYA PATRIKA (RJBIL/25/A1723)"
"916","AAROHI SAMBAD","UPHIN/2018/77212","23-04-2019","Hindi","Weekly","SUNEEL KUMAR","SUNEEL KUMAR","Uttar Pradesh","Pilibhit","View        registration details for AAROHI SAMBAD (UPHIN/2018/77212)"
"917","AAROHI UDDGAR","RAJHIN/2010/30903","16-02-2010","Hindi","Fortnightly","ABHAY RAJ SINGH","ABHAY RAJ SINGH","Rajasthan","Jaipur","View        registration details for AAROHI UDDGAR (RAJHIN/2010/30903)"
"918","AAROKIYA ULAGAM","TNTAM/25/A0536","28-05-2025","Tamil","Monthly","ARUNACHALAM","ARUNACHALAM","Tamil Nadu","Chennai","View        registration details for AAROKIYA ULAGAM (TNTAM/25/A0536)"
"919","AAROOP","65295","19-06-1996","Oriya","Weekly","MANORANJAN MISHRA","MANORANJAN MISHRA","Odisha","Sundargarh","View        registration details for AAROOP (65295)"
"920","AAROOP","ODIODI/2010/31361","10-03-2010","Oriya","Daily","MANORANJAN MISHRA","MANORANJAN MISHRA","Odisha","Jharsuguda","View        registration details for AAROOP (ODIODI/2010/31361)"
"921","AAROP PATRA","MAHMAR/2008/25846","07-10-2008","Marathi","Weekly","SHAIKH ILIYAS","SHAIKH ILIYAS","Maharashtra","Jalna","View        registration details for AAROP PATRA (MAHMAR/2008/25846)"
"922","AARSH JYOTI","UTTBIL/2008/23546","03-04-2008","Santhali, Hindi","Monthly","ACHARYA DHANANJAY","ACHARYA DHANANJAY","Uttarakhand","Dehradun","View        registration details for AARSH JYOTI (UTTBIL/2008/23546)"
"923","AARTHIK AUR SAMAJIK REFORM","DELHIN/2006/26410","28-11-2008","Hindi","Monthly","RAM NARESH SINHA NASHWAR","RAM NARESH SINHANASHWAR","Delhi","New Delhi","View        registration details for AARTHIK AUR SAMAJIK REFORM (DELHIN/2006/26410)"
"924","AARTHIK CHARCHE","KARENG/2016/69380","17-11-2016","English","Half Yearly","PRACHI PANDEY","FISCAL POLICY INSTITUTE","Karnataka","Bengaluru","View        registration details for AARTHIK CHARCHE (KARENG/2016/69380)"
"925","AARTHIK SAMVAD","UPHIN/2023/84181","16-05-2023","Hindi","Weekly","BIRENDRA KUMAR SHUKLA","BIRENDRA KUMAR SHUKLA","Uttar Pradesh","Lucknow","View        registration details for AARTHIK SAMVAD (UPHIN/2023/84181)"
"926","AARUSHI SAMACHAR","UTTHIN/2012/45438","26-09-2012","Hindi","Weekly","PRABHAKAR SINGH RAWAT","PRABHAKAR SINGH RAWAT","Uttarakhand","Dehradun","View        registration details for AARUSHI SAMACHAR (UTTHIN/2012/45438)"
"927","AARUTHALIN DEVAN","TNTAM/2016/69402","28-11-2016","Tamil","Monthly","T. DAVID SHANMUGAM","T.DAVID SHANMUGAM","Tamil Nadu","Thiruvallur","View        registration details for AARUTHALIN DEVAN (TNTAM/2016/69402)"
"928","AARVI KI AVRATI","UTTHIN/2022/81757","15-07-2022","Hindi","Weekly","RAVI PANWAR","RAVI PANWAR","Uttarakhand","Dehradun","View        registration details for AARVI KI AVRATI (UTTHIN/2022/81757)"
"929","AARVI SANDESH","UPHIN/25/A1751","07-07-2025","Hindi","Daily","TARUN JAISWAL","TARUN JAISWAL","Uttar Pradesh","Lucknow","View        registration details for AARVI SANDESH (UPHIN/25/A1751)"
"930","AARVI SANDESH","UPHIN/25/A4271","21-11-2025","Hindi","Monthly","TARUN JAISWAL","TARUN JAISWAL","Uttar Pradesh","Lucknow","View        registration details for AARVI SANDESH (UPHIN/25/A4271)"
"931","AARVIKA TIMES","MPHIN/2023/88591","20-08-2024","HINDI","Weekly","SURAJ KAHAR","SURAJ KAHAR","Madhya Pradesh","Chhindwara","View        registration details for AARVIKA TIMES (MPHIN/2023/88591)"
"932","AARYA KARNATAKA","KARKAN/2022/89352","03-10-2024","KANNADA","Monthly","JAI JAGATH PRAKASH.S.K","JAI JAGATH PRAKASH S K","Karnataka","Bengaluru","View        registration details for AARYA KARNATAKA (KARKAN/2022/89352)"
"933","AARYA PRAHAR","MAHMAR/2013/52161","20-09-2013","Marathi","Weekly","SUDHIR NAMDEO PATIL","SUDHIR NAMDEO PATIL","Maharashtra","Raigad","View        registration details for AARYA PRAHAR (MAHMAR/2013/52161)"
"934","AARYA PUTRA","UTTHIN/2009/27699","08-05-2009","Hindi","Weekly","PRAMENDRA DESHWAL","PRAMENDRA DESHWAL","Uttarakhand","Haridwar","View        registration details for AARYA PUTRA (UTTHIN/2009/27699)"
"935","AARYA SAMAY","MPHIN/2020/79369","28-01-2021","Hindi","Weekly","RAGHUNANDAN SHUKLA","RAGHUNANDAN SHUKLA","Madhya Pradesh","Jabalpur","View        registration details for AARYA SAMAY (MPHIN/2020/79369)"
"936","AARYA WRAT","MHMAR/25/A0711","30-05-2025","Marathi","Weekly","Anil Shivaji Kharge","Anil Shivaji Kharge","Maharashtra","Jalna","View        registration details for AARYA WRAT (MHMAR/25/A0711)"
"937","AARYANANDI SANDESH","MAHMAR/2021/81318","31-03-2022","Marathi","Monthly","DR. RAJESH RATILAL PHADKULE","DR. RAJESH RATILAL PHADKULE","Maharashtra","Solapur","View        registration details for AARYANANDI SANDESH (MAHMAR/2021/81318)"
"938","AARYAVART KI KALAM","RAJHIN/2015/66686","12-04-2016","Hindi","Fortnightly","RAVI GAHLOT","RAVI GEHLOT","Rajasthan","Bikaner","View        registration details for AARYAVART KI KALAM (RAJHIN/2015/66686)"
"939","AAS PAAS INTERNATIONAL","KARBIL/2002/12456","19-03-2002","English, Urdu","Bimonthly (Once in two months)","V AHMED M FAROOQUI","V AHMED M FAROOQUI","Karnataka","Bengaluru","View        registration details for AAS PAAS INTERNATIONAL (KARBIL/2002/12456)"
"940","AASA VERSA","ODIODI/2016/67717","28-06-2016","Oriya","Fortnightly","SAILABALA SAHOO","SAILABALA SAHOO","Odisha","Khordha","View        registration details for AASA VERSA (ODIODI/2016/67717)"
"941","AASHA GUJARAT KI","GUJGUJ/2021/80749","01-12-2021","Gujarati","Fortnightly","TADVI MITESHBHAI VIMALBHAI","TADVI MITESHBHAI VIMALBHAI","Gujarat","Vadodara","View        registration details for AASHA GUJARAT KI (GUJGUJ/2021/80749)"
"942","AASHA JYOTHI","APTEL/26/A1362","25-02-2026","Telugu","Daily","P DILLI BABU REDDY","P DILLI BABU REDDY","Andhra Pradesh","Visakhapatnam","View        registration details for AASHA JYOTHI (APTEL/26/A1362)"
"943","AASHA JYOTHI","APTEL/2016/70068","16-01-2017","Telugu","Daily","P. DILLI BABU REDDY","P.DILLI BABU REDDY","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for AASHA JYOTHI (APTEL/2016/70068)"
"944","AASHA JYOTHI","TEL/2004/14879","15-09-2004","Telugu","Daily","P.DILLI BABU REDDY","P.DILLI BABU REDDY","Andhra Pradesh","Chittoor","View        registration details for AASHA JYOTHI (TEL/2004/14879)"
"945","AASHA JYOTHI","APTEL/2017/74188","14-12-2017","Telugu","Daily","P. DILLI BABU REDDY","P.DILLI BABU REDDY","Andhra Pradesh","Krishna","View        registration details for AASHA JYOTHI (APTEL/2017/74188)"
"946","AASHA JYOTHI","APTEL/2020/80295","07-09-2021","Telugu","Daily","P.DILLI BABU REDDY","P.DILLI BABU REDDY","Andhra Pradesh","East Godavari","View        registration details for AASHA JYOTHI (APTEL/2020/80295)"
"947","AASHA JYOTHI","APTEL/2006/18016","29-11-2006","Telugu","Daily","P. DILLI BABU REDDY","P.DILLI BABU REDDY","Telangana","Hyderabad","View        registration details for AASHA JYOTHI (APTEL/2006/18016)"
"948","AASHA KI KIRAN","MPHIN/2014/59290","29-12-2014","Hindi","Monthly","FARHEEN KHAN","FARHEEN KHAN","Madhya Pradesh","Bhopal","View        registration details for AASHA KI KIRAN (MPHIN/2014/59290)"
"949","AASHA SANDESHA","KARKAN/2019/78705","26-05-2020","Kannada","Weekly","MOHAMED ATHEEQ ULLA","MOHAMED ATHEEQ ULLA","Karnataka","Karnataka","View        registration details for AASHA SANDESHA (KARKAN/2019/78705)"
"950","AASHARA MUKTANGAN","MAHHIN/2012/45032","03-09-2012","Hindi","Monthly","MAHANANDA MOHAN SHIRKAR","MAHANANDA MOHAN SHIRKAR","Maharashtra","Thane","View        registration details for AASHARA MUKTANGAN (MAHHIN/2012/45032)"
"951","AASHAVADI EXPRESS","DELHIN/2004/14584","25-02-2004","Hindi","Weekly","RAJKUMAR","RAJKUMAR","Delhi","New Delhi","View        registration details for AASHAVADI EXPRESS (DELHIN/2004/14584)"
"952","AASHAWADI","MAHMAR/2021/81970","24-08-2022","Marathi","Weekly","VIVEK JAYAJI RAUT","VIVEK JAYAJI RAUT","Maharashtra","Akola","View        registration details for AASHAWADI (MAHMAR/2021/81970)"
"953","AASHI EXPRESS","MPHIN/2019/78234","29-11-2019","HINDI","Daily","KHWAHISH GYANCHANDANI","KHWAHISH GYANCHANDANI","Madhya Pradesh","Bhopal","View        registration details for AASHI EXPRESS (MPHIN/2019/78234)"
"954","AASHI EXPRESS","MPHIN/2016/68579","06-09-2016","HINDI","Monthly","KHWAHISH GYANCHANDANI","KHWAHISH GYANCHANDANI","Madhya Pradesh","Bhopal","View        registration details for AASHI EXPRESS (MPHIN/2016/68579)"
"955","AASHI SAMACHAR PATRA","UPHIN/2013/51065","23-07-2013","Hindi","Weekly","VISHWA PAL SINGH","VISHWA PAL SINGH","Uttar Pradesh","Kannauj","View        registration details for AASHI SAMACHAR PATRA (UPHIN/2013/51065)"
"956","AASHI SAMACHAR PATRA","UPHIN/2014/60163","10-02-2015","Hindi","Daily","VISHWA PAL SINGH","VISHWA PAL SINGH","Uttar Pradesh","Kannauj","View        registration details for AASHI SAMACHAR PATRA (UPHIN/2014/60163)"
"957","AASHI TIMES","MPHIN/2009/30663","27-01-2010","Hindi","Monthly","AASHI ANWAR","AASHI ANWAR","Madhya Pradesh","Bhopal","View        registration details for AASHI TIMES (MPHIN/2009/30663)"
"958","AASHIRVADA VANI","KARKAN/2020/78861","27-07-2020","Kannada","Daily","SUDHARANI","SUDHARANI","Karnataka","Bidar","View        registration details for AASHIRVADA VANI (KARKAN/2020/78861)"
"959","AASHIYANA","DELHIN/2008/23682","16-04-2008","Hindi","Monthly","ANSHU JAIN","ANSHU JAIN","Delhi","New Delhi","View        registration details for AASHIYANA (DELHIN/2008/23682)"
"960","AASHMA PRAKASH","66587","16-05-1997","Hindi","Weekly","VINOD KUMAR VERMA","VINOD KUMAR VERMA","Uttar Pradesh","Uttar Pradesh","View        registration details for AASHMA PRAKASH (66587)"
"961","AASHNA TIMES","UTTHIN/2013/52300","26-09-2013","Hindi","Fortnightly","SHIV AVTAR SHARMA","SHIV AVTAR SHARMA","Uttarakhand","Udham Singh Nagar","View        registration details for AASHNA TIMES (UTTHIN/2013/52300)"
"962","AASIM TIMES","UTTHIN/2010/34615","03-12-2010","Hindi","Fortnightly","PARVEJ AASIM","PARVEJ AASIM","Uttarakhand","Udham Singh Nagar","View        registration details for AASIM TIMES (UTTHIN/2010/34615)"
"963","AASIRIYAR & MAANAVARGAL","TNBIL/2016/69423","28-11-2016","English, Tamil","Monthly","V. SUNDARARAJAN","V.SUNDARARAJAN","Tamil Nadu","Chennai","View        registration details for AASIRIYAR & MAANAVARGAL (TNBIL/2016/69423)"
"964","AASIYAAN KHABAR AGAAZ SE ANJAM TAK","UPHIN/2010/32043","22-04-2010","Hindi","Fortnightly","JAVED MALIK","JAVED MALIK","Uttar Pradesh","Meerut","View        registration details for AASIYAAN KHABAR AGAAZ SE ANJAM TAK (UPHIN/2010/32043)"
"965","AASMAN","JKURD/2013/52192","23-09-2013","Urdu","Daily","TARUN BAHL","TARUN BAHL","Jammu and Kashmir","Jammu","View        registration details for AASMAN (JKURD/2013/52192)"
"966","AASMAN KA SANSAR","MPHIN/2019/78346","24-12-2019","Hindi","Fortnightly","SOHAN SINGH","SOHAN SINGH","Madhya Pradesh","Bhopal","View        registration details for AASMAN KA SANSAR (MPHIN/2019/78346)"
"967","AASMAN KA SANSAR","MPHIN/2017/72550","06-07-2017","Hindi","Quarterly","SOHAN SINGH","SOHAN SINGH","Madhya Pradesh","Bhopal","View        registration details for AASMAN KA SANSAR (MPHIN/2017/72550)"
"968","AASMAN KA SANSAR","MPHIN/2018/77496","06-06-2019","Hindi","Monthly","SOHAN SINGH","SOHAN SINGH","Madhya Pradesh","Bhopal","View        registration details for AASMAN KA SANSAR (MPHIN/2018/77496)"
"969","AASMAN KE SITARE","MPHIN/2017/71884","19-05-2017","Hindi","Monthly","SANDEEP GAUR","SANDEEP GAUR","Madhya Pradesh","Bhopal","View        registration details for AASMAN KE SITARE (MPHIN/2017/71884)"
"970","AASMAN TAK","UPHIN/2014/58313","14-11-2014","Hindi","Weekly","SHAHZAD ALI","SHAHZAD ALI","Uttar Pradesh","Bareilly","View        registration details for AASMAN TAK (UPHIN/2014/58313)"
"971","AASPAAS","51554","14-10-1991","Punjabi","Monthly","KANWAR MANJIT SINGH","KANWAR MANJIT SINGH","Punjab","Patiala","View        registration details for AASPAAS (51554)"
"972","AASRA DARPAN","MAHMAR/2014/60512","27-02-2015","Marathi","Weekly","DILIP NAMDEVRAO KHANDEKAR","DILIP NAMDEVRAO KHANDEKAR","Maharashtra","Amravati","View        registration details for AASRA DARPAN (MAHMAR/2014/60512)"
"973","AASRA NEWS INDIA","UPBIL/2017/73198","06-09-2017","English, HINDI","Weekly","RAKESH BAHADUR","RAKESH BAHADUR","Uttar Pradesh","Moradabad","View        registration details for AASRA NEWS INDIA (UPBIL/2017/73198)"
"974","AASTEEN KE SAANP","MPHIN/2008/24262","30-05-2008","Hindi","Monthly","KRISHAN KANT SHARMA","KRISHAN KANT SHARMA","Madhya Pradesh","Bhopal","View        registration details for AASTEEN KE SAANP (MPHIN/2008/24262)"
"975","AASTHA","GUJGUJ/2011/49967","28-05-2013","Gujarati","Monthly","DAVE PRASHANT BHANUSHANKAR","DAVE PRASHANT BHANUSHANKAR","Gujarat","Rajkot","View        registration details for AASTHA (GUJGUJ/2011/49967)"
"976","AASTHA DARPAN","MPHIN/2017/73542","11-10-2017","Hindi","Monthly","SHWETA SHRIVASTAV","SHWETA SHRIVASTAV","Madhya Pradesh","Jabalpur","View        registration details for AASTHA DARPAN (MPHIN/2017/73542)"
"977","AASTHA KA PATH","MPHIN/2023/87444","10-06-2024","Hindi","Monthly","MUNINDRA SINGH","MUNINDRA SINGH","Madhya Pradesh","Bhopal","View        registration details for AASTHA KA PATH (MPHIN/2023/87444)"
"978","AASTHA NAYAN","DELHIN/2018/75163","10-05-2018","Hindi","Monthly","ANJU DEVI","ANJU DEVI","Delhi","New Delhi","View        registration details for AASTHA NAYAN (DELHIN/2018/75163)"
"979","AASTHANJALI","MPHIN/2010/35821","18-02-2011","Hindi","Monthly","AVNEESH KUMAR TIWARI","AVNEESH KUMAR TIWARI","Madhya Pradesh","Bhopal","View        registration details for AASTHANJALI (MPHIN/2010/35821)"
"980","AAT PAT","45185","02-05-1986","Hindi","Weekly","MOHD. ARIF","MOHD. ARIF","Madhya Pradesh","Bhopal","View        registration details for AAT PAT (45185)"
"981","AATACHEXPRESS","MAHMAR/2008/25866","10-10-2008","Marathi","Weekly","MUNDE SUGRIV SOPANRAO","MUNDE SUGRIV SOPANRAO","Maharashtra","Aurangabad","View        registration details for AATACHEXPRESS (MAHMAR/2008/25866)"
