"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"512","AAJKER BARRACKPORE","WBBEN/2001/05218","29-05-2001","Bengali","Fortnightly","KAKALI BHATTACHARJEE","KAKALI BHATTACHARJEE","West Bengal","North 24 Parganas","View        registration details for AAJKER BARRACKPORE (WBBEN/2001/05218)"
"513","AAJKER BASUNDHARA","WBBEN/2011/41525","10-04-2012","Bengali","Monthly","BISWAJIT MAHAKUR","JOYGOPALPUR GRAM VIKASH KENDRA","West Bengal","West Bengal","View        registration details for AAJKER BASUNDHARA (WBBEN/2011/41525)"
"514","AAJKER DIN","WBBEN/2010/33403","25-08-2010","Bengali","Fortnightly","SUBHADEEP DEBNATH","SUBHADEEP DEBNATH","West Bengal","West Bengal","View        registration details for AAJKER DIN (WBBEN/2010/33403)"
"515","AAJKER DUM DUM TIMES","WBBEN/2015/64800","17-11-2015","Bengali","Monthly","BISWANATH BANIK","BISWANATH BANIK","West Bengal","West Bengal","View        registration details for AAJKER DUM DUM TIMES (WBBEN/2015/64800)"
"516","AAJKER KAGAJ","TRIBEN/2015/62921","25-06-2015","BENGALI","Daily","DEBASISH MAJUMDER","DEBASISH MAJUMDER","Tripura","West Tripura","View        registration details for AAJKER KAGAJ (TRIBEN/2015/62921)"
"517","AAJKER NARI","WBBEN/2012/50068","30-05-2013","Bengali","Fortnightly","DILIP SARKAR","DILIP SARKAR","West Bengal","Kolkata","View        registration details for AAJKER NARI (WBBEN/2012/50068)"
"518","AAJKER SHREE","WBBEN/2013/55511","02-05-2014","Bengali","Bimonthly (Once in two months)","SUBHADEEP BAKSI","SUBHADEEP BAKSI","West Bengal","Kolkata","View        registration details for AAJKER SHREE (WBBEN/2013/55511)"
"519","AAJKER SWARUPNAGAR","WBBEN/2020/80162","06-08-2021","Bengali","Fortnightly","SYED REZWENUL HABIB","SYEDA DILSABIYA HABIB","West Bengal","North 24 Parganas","View        registration details for AAJKER SWARUPNAGAR (WBBEN/2020/80162)"
"520","AAJNO YUG","GUJGUJ/2009/32579","08-06-2010","Gujarati","Daily","FALGUN M. THAKKAR","FALGUN M. THAKKAR","Gujarat","Ahmedabad","View        registration details for AAJNO YUG (GUJGUJ/2009/32579)"
"521","AAJNO YUG","GUJGUJ/2006/18483","29-01-2007","Gujarati","Weekly","FALGUN M. THAKKAR","FALGUN M. THAKKAR","Gujarat","Ahmedabad","View        registration details for AAJNO YUG (GUJGUJ/2006/18483)"
"522","AAJNO YUG","GUJGUJ/2013/52866","29-10-2013","Gujarati","Daily","FALGUN M. THAKKAR","FALGUN M. THAKKAR","Gujarat","Rajkot","View        registration details for AAJNO YUG (GUJGUJ/2013/52866)"
"523","AAJTAK WATCH","GUJGUJ/2015/60871","19-03-2015","Gujarati","Weekly","JAY JAYESHBHAI TANK","JAY JAYESHBHAI TANK","Gujarat","Surat","View        registration details for AAJTAK WATCH (GUJGUJ/2015/60871)"
"524","AAJTALAK","DELHIN/2013/51789","03-09-2013","Hindi","Fortnightly","SUKHVINDER SINGH JAURA","SUKHVINDER SINGH JAURA","Delhi","New Delhi","View        registration details for AAJTALAK (DELHIN/2013/51789)"
"525","AAKALAN","MAHMAR/2014/59985","03-02-2015","Marathi","Quarterly","BHONGLE RANGRAO JANGLAJI","BHONGLE RANGRAO JANGLAJI","Maharashtra","Mumbai Suburban","View        registration details for AAKALAN (MAHMAR/2014/59985)"
"526","AAKANKSHA TIMES","UPHIN/2008/24045","16-05-2008","Hindi","Weekly","RAMAKANT TRIPATHI","RAMAKANT TRIPATHI","Uttar Pradesh","Prayagraj","View        registration details for AAKANKSHA TIMES (UPHIN/2008/24045)"
"527","AAKANSHA SAMWAD","57499","06-01-1993","Hindi","Fortnightly","LAXMI RANA","SMT. LAXMI  RANA","Uttar Pradesh","Kanpur Nagar","View        registration details for AAKANSHA SAMWAD (57499)"
"528","AAKARSH BULLETIN","UPHIN/2015/62304","29-05-2015","Hindi","Weekly","VINEETA RANI GUPTA","VINEETA RANI GUPTA","Uttar Pradesh","Lucknow","View        registration details for AAKARSH BULLETIN (UPHIN/2015/62304)"
"529","AAKARSHAN","MAHMAR/2021/84322","18-05-2023","Marathi","Daily","VIJAY SHAMRAO SANGLE","VIJAY SHAMRAO SANGLE","Maharashtra","Ahilyanagar","View        registration details for AAKARSHAN (MAHMAR/2021/84322)"
"530","AAKASH BRISTI","WBBEN/2015/74587","07-02-2018","Bengali","Monthly","SANKALITA BANERJEE","SANKALITA BANERJEE","West Bengal","West Bengal","View        registration details for AAKASH BRISTI (WBBEN/2015/74587)"
"531","AAKASH CRIME INDIA","UPHIN/2015/64697","07-11-2015","Hindi","Weekly","SHRIKANT DWIVEDI","SHRIKANT DWIVEDI","Uttar Pradesh","Lucknow","View        registration details for AAKASH CRIME INDIA (UPHIN/2015/64697)"
"532","AAKASH DEEP","MAHMAR/2013/48542","11-03-2013","Marathi","Weekly","SHRIDHAR VITTHAL YELMAR","SHRI SHRIDHAR VITTHAL YELMAR","Maharashtra","Solapur","View        registration details for AAKASH DEEP (MAHMAR/2013/48542)"
"533","AAKASH KA SITARA","63074","02-02-1996","Hindi","Fortnightly","ABDUL KADER","ABDUL KADER","Rajasthan","Kota","View        registration details for AAKASH KA SITARA (63074)"
"534","AAKASH KI LAHAR","MPHIN/2021/80736","25-11-2021","Hindi","Monthly","LAXMI AHIRVAR","LAXMI AHIRVAR","Madhya Pradesh","Bhopal","View        registration details for AAKASH KI LAHAR (MPHIN/2021/80736)"
"535","AAKASH MAIL","MPHIN/2010/36078","09-03-2011","Hindi","Daily","NITIN DESHMUKH","NITIN DESHMUKH","Madhya Pradesh","Bhopal","View        registration details for AAKASH MAIL (MPHIN/2010/36078)"
"536","AAKASH MARG","38609","14-11-1979","Hindi","Weekly","NA","JWALA PRASAD PANDEY","","","View        registration details for AAKASH MARG (38609)"
"537","AAKASH NEWS","DELHIN/2012/47625","22-01-2013","Hindi","Weekly","BRIJ RAJ MAURYA","BRIJ RAJ MAURYA","Delhi","New Delhi","View        registration details for AAKASH NEWS (DELHIN/2012/47625)"
"538","AAKASH SPORTS","DELENG/2010/34936","22-12-2010","English","Monthly","ISHWAR SINGH","ISHWAR SINGH","Delhi","New Delhi","View        registration details for AAKASH SPORTS (DELENG/2010/34936)"
"539","AAKASHAM","TELTEL/2015/62885","24-06-2015","Telugu","Daily","AFROZ QURESHI","AFROZ QURESHI","Telangana","Hyderabad","View        registration details for AAKASHAM (TELTEL/2015/62885)"
"540","AAKHAR SAMACHAR","UTTHIN/2005/15769","21-07-2005","Hindi","Fortnightly","BHANU KALA","BHANU KALA","Uttarakhand","Dehradun","View        registration details for AAKHAR SAMACHAR (UTTHIN/2005/15769)"
"541","AAKHIR KAB TAK","UPHIN/2002/08870","30-01-2003","Hindi","Monthly","JAGDISH NARAIN SHUKLA","KIDS KINGDOM SOCIETY","Uttar Pradesh","Lucknow","View        registration details for AAKHIR KAB TAK (UPHIN/2002/08870)"
"542","AAKHIRI DUNIYA","57487","29-04-1993","Hindi","Fortnightly","SHAKIL AHMED AYYUBI","SHAKIL AHMED AYYUBI","Uttar Pradesh","","View        registration details for AAKHIRI DUNIYA (57487)"
"543","AAKHIRI SAUGAT","68379","22-10-1997","Hindi","Weekly","DEVI SINGH","DEVI SINGH","Madhya Pradesh","Bhopal","View        registration details for AAKHIRI SAUGAT (68379)"
"544","AAKHIRI SUTRA","UPHIN/2004/14694","12-08-2004","Hindi","Monthly","RAJIV SHUKLA","RAJEEV SHUKLA","Uttar Pradesh","Lucknow","View        registration details for AAKHIRI SUTRA (UPHIN/2004/14694)"
"545","AAKHIRI SUTRA","UPHIN/2008/26709","31-12-2008","Hindi","Daily","RAJEEV SHUKLA","RAJEEV SHUKLA","Uttar Pradesh","Lucknow","View        registration details for AAKHIRI SUTRA (UPHIN/2008/26709)"
"546","AAKHRI AANSU","UPHIN/2010/32005","20-04-2010","Hindi","Monthly","VIVEK SRIVASTAVA","VIVEK SRIVASTAVA","Uttar Pradesh","Fatehpur","View        registration details for AAKHRI AANSU (UPHIN/2010/32005)"
"547","AAKHRI ANJAM","UPHIN/2011/36822","18-04-2011","Hindi","Monthly","RAFIQ R. RASHIDI","RAFIQ R. RASHIDI","Uttar Pradesh","Lucknow","View        registration details for AAKHRI ANJAM (UPHIN/2011/36822)"
"548","AAKHRI ANJAM","UPHIN/2011/44063","11-07-2012","Hindi","Daily","RAFIQ R. RASHIDI","RAFIQ R. RASHIDI","Uttar Pradesh","Lucknow","View        registration details for AAKHRI ANJAM (UPHIN/2011/44063)"
"549","AAKHRI CHATTAN","71583","12-08-1999","Urdu","Fortnightly","S.H. SHAMS HIJAZI","S.H.SHAMS HIJAZI","Delhi","New Delhi","View        registration details for AAKHRI CHATTAN (71583)"
"550","AAKHRI CHATTAN","DELHIN/2011/36689","07-04-2011","Hindi","Fortnightly","S.H. SHAMS HIJAZI","S.H. SHAMS HIJAZI","Delhi","New Delhi","View        registration details for AAKHRI CHATTAN (DELHIN/2011/36689)"
"551","AAKHRI DAAV","CTHIN/25/A4097","19-11-2025","Hindi","Weekly","Vijay tiwari","Vijay tiwari","Chhattisgarh","Rajnandgaon","View        registration details for AAKHRI DAAV (CTHIN/25/A4097)"
"552","AAKHRI SAHARA","UPHIN/2013/52921","01-11-2013","Hindi","Weekly","MOHD. TAUFEEQ KHAN","MOHD. TAUFEEQ KHAN","Uttar Pradesh","Lucknow","View        registration details for AAKHRI SAHARA (UPHIN/2013/52921)"
"553","AAKHU AVALOKAN","GJGUJ/25/A1801","11-07-2025","Gujarati","Weekly","JADEJA SHUBHRAJSINH DANUBHA","JADEJA SHUBHRAJSINH DANUBHA","Gujarat","Jamnagar","View        registration details for AAKHU AVALOKAN (GJGUJ/25/A1801)"
"554","AAKIF KI MEHFIL","68857","03-06-1998","Urdu","Monthly","RASHEEDA ZAFAR","RASHEEDA ZAFAR","Delhi","New Delhi","View        registration details for AAKIF KI MEHFIL (68857)"
"555","AAKLAN","40681","20-09-1983","Hindi","Weekly","VIRENDRA KUMAR THAKUR","VINRENDRA KUMAR","Delhi","New Delhi","View        registration details for AAKLAN (40681)"
"556","AAKRITI TIME","MPHIN/2017/73038","21-08-2017","Hindi","Quarterly","SAPNA SHARMA","SAPNA SHARMA","Madhya Pradesh","Bhopal","View        registration details for AAKRITI TIME (MPHIN/2017/73038)"
"557","AAKRITI VICHAR","UPHIN/2021/83212","31-01-2023","Hindi","Weekly","GYANWATI DIXIT","GYANWATI DIXIT","Uttar Pradesh","Lucknow","View        registration details for AAKRITI VICHAR (UPHIN/2021/83212)"
"558","AAKROSH","DNHHIN/2013/59168","23-12-2014","Hindi","Weekly","RAJAN KUMAR","RAJAN KUMAR","Dadra & Nagar Haveli","Dadra & Nagar Haveli","View        registration details for AAKROSH (DNHHIN/2013/59168)"
"559","AAKSHAT PATRIKA","WBHIN/2021/81708","13-07-2022","Hindi","Bimonthly (Once in two months)","SUREENDRA BOTHRA","SUREENDRA BOTHRA","West Bengal","Paschim Bardhaman","View        registration details for AAKSHAT PATRIKA (WBHIN/2021/81708)"
"560","AALAM EXPRESS","UPHIN/2014/57362","18-09-2014","Hindi","Weekly","EJAJ ALAM KHAN","EJAJ ALAM KHAN","Uttar Pradesh","Basti","View        registration details for AALAM EXPRESS (UPHIN/2014/57362)"
"561","AALAM KI PUKAR","UPHIN/2009/29896","30-11-2009","Hindi","Weekly","JAVED ALAM KHAN","JAVED ALAM KHAN","Uttar Pradesh","Basti","View        registration details for AALAM KI PUKAR (UPHIN/2009/29896)"
"562","AALAM-E-JADEED","MAHURD/2023/87327","20-05-2024","Urdu","Weekly","SHAIKH ABDUL MAJED","SHAIKH ABDUL MAJED","Maharashtra","Maharashtra","View        registration details for AALAM-E-JADEED (MAHURD/2023/87327)"
"563","AALAM-E-TASVEER","UTTBIL/2009/32571","04-06-2010","Hindi, Urdu","Daily","JUNED HASAN","JUNED HASAN","Uttarakhand","Dehradun","View        registration details for AALAM-E-TASVEER (UTTBIL/2009/32571)"
"564","AALAMI AWAAZ","DELURD/2011/38785","05-09-2011","Urdu","Monthly","MOHD. NAQI","MOHD. NAQI","Delhi","New Delhi","View        registration details for AALAMI AWAAZ (DELURD/2011/38785)"
"565","AALAMI MANZAR","MPURD/2020/79133","02-12-2020","Urdu","Monthly","SHAZIA AKHTAR","SHAZIA AKHTAR","Madhya Pradesh","Bhopal","View        registration details for AALAMI MANZAR (MPURD/2020/79133)"
"566","AALAMI SAFEER","DELURD/2013/50782","09-07-2013","Urdu","Daily","AFSHEEN","AFSHEEN","Delhi","New Delhi","View        registration details for AALAMI SAFEER (DELURD/2013/50782)"
"567","AALAMI SAHAFAT","DELURD/2012/61825","06-05-2015","Urdu","Daily","SYED AFZAL HUSAIN","SYED AFZAL HUSAIN","Delhi","New Delhi","View        registration details for AALAMI SAHAFAT (DELURD/2012/61825)"
"568","Aalami Waqar","BHURD/25/A3639","30-10-2025","Urdu","Daily","Md Afzal Alam","Md Afzal Alam","Bihar","Patna","View        registration details for Aalami Waqar (BHURD/25/A3639)"
"569","AALAMI ZUBAAN","MPURD/2016/71568","02-05-2017","Urdu","Fortnightly","SHABNAM","AFAQ SAFI","Madhya Pradesh","Bhopal","View        registration details for AALAMI ZUBAAN (MPURD/2016/71568)"
"570","AALAMI-WUJOOD","DELURD/2007/21861","13-11-2007","Urdu","Daily","SOHAIL KHAN","SOHAIL KHAN","Delhi","New Delhi","View        registration details for AALAMI-WUJOOD (DELURD/2007/21861)"
"571","AALAP","32905","02-03-1978","Bengali","Quarterly","SWAPAN RAY","RENU CHAKRABORTY","West Bengal","Kolkata","View        registration details for AALAP (32905)"
"572","AALAYADARSHINI","APTEL/2012/44604","07-08-2012","Telugu","Monthly","M. VENKATA RATNAM","M. VENKATA RATNAM","Andhra Pradesh","Rangareddy","View        registration details for AALAYADARSHINI (APTEL/2012/44604)"
"573","AALEKH VICHAR","UPHIN/2021/82012","25-08-2022","Hindi","Daily","ANURAG TIWARI","ANURAG TIWARI","Uttar Pradesh","Lucknow","View        registration details for AALEKH VICHAR (UPHIN/2021/82012)"
"574","AALISHAN DHWAJ","MPHIN/2014/62190","27-05-2015","Hindi","Weekly","SHOHARAB HUSAIN SIDDIKI","SHOHARAB HUSAIN SIDDIKI","Madhya Pradesh","Mandsaur","View        registration details for AALISHAN DHWAJ (MPHIN/2014/62190)"
"575","AALISHAN TIME","DELHIN/2006/18109","19-12-2006","Hindi","Half Yearly","YASH PAL CHAUHAN","YASH PAL CHAUHAN","Delhi","New Delhi","View        registration details for AALISHAN TIME (DELHIN/2006/18109)"
"576","AALLA SANDESH","DELHIN/2003/13117","27-10-2003","Hindi","Daily","HARJEET KAUR","HARJEET KAUR","Delhi","New Delhi","View        registration details for AALLA SANDESH (DELHIN/2003/13117)"
"577","AALMI DARPAN","BIHURD/2013/51212","31-07-2013","URDU","Daily","MOHAMMAD ZAKIR HUSSAIN","MOHAMMAD ZAKIR HUSSAIN","Bihar","","View        registration details for AALMI DARPAN (BIHURD/2013/51212)"
"578","AALMI JUNG","DELURD/2008/24986","29-07-2008","Urdu","Weekly","DHARAMPAL TYAGI","DHARM PAL TYAGI","Delhi","New Delhi","View        registration details for AALMI JUNG (DELURD/2008/24986)"
"579","AALMI JUNG","UPURD/2010/30580","21-01-2010","Urdu","Daily","DHARMPAL TYAGI","DHARMPAL TYAGI","Uttar Pradesh","Aligarh","View        registration details for AALMI JUNG (UPURD/2010/30580)"
"580","AALMI JUNG","HARURD/2012/47340","04-01-2013","Urdu","Daily","DHARAMPAL TYAGI","DHARAMPAL TYAGI","Haryana","Panipat","View        registration details for AALMI JUNG (HARURD/2012/47340)"
"581","AALMI JUNG","HARURD/2009/27487","09-04-2009","Urdu","Daily","DHARAMPAL TYAGI","DHARAMPAL TYAGI","Haryana","Sonipat","View        registration details for AALMI JUNG (HARURD/2009/27487)"
"582","AALMI MEERAS","MAHURD/2019/81467","04-05-2022","Urdu","Quarterly","SUBHASH CHANDER AIMA","SUBHASH CHANDER AIMA","Maharashtra","Pune","View        registration details for AALMI MEERAS (MAHURD/2019/81467)"
"583","AALMI NAZAARA","UPURD/2016/69460","30-11-2016","Urdu","Daily","S.M. AFROZ WASI RIZVI","SM AFROZ WASI RIZVI","Uttar Pradesh","Lucknow","View        registration details for AALMI NAZAARA (UPURD/2016/69460)"
"584","AALMI QAYADAT","DELURD/2013/52599","14-10-2013","Urdu","Daily","TANWEER AHMAD","TANWEER AHMAD","Delhi","New Delhi","View        registration details for AALMI QAYADAT (DELURD/2013/52599)"
"585","AALMI RUKH","UPURD/2015/67346","02-06-2016","Urdu","Daily","DEEPA SONKAR","MOHAMMAD ZAHID AKHTAR","Uttar Pradesh","Lucknow","View        registration details for AALMI RUKH (UPURD/2015/67346)"
"586","AALMI RUKH","UPHIN/2010/36005","04-03-2011","Hindi","Monthly","MOHD. ZAHID AKHTAR","MOHD. ZAHID AKHTAR","Uttar Pradesh","Lucknow","View        registration details for AALMI RUKH (UPHIN/2010/36005)"
"587","AALMI SAIYYARA","UPURD/2016/67160","28-05-2016","Urdu","Weekly","IRSHAD BEG","IRSHAD BEG","Uttar Pradesh","Lucknow","View        registration details for AALMI SAIYYARA (UPURD/2016/67160)"
"588","AALMI SAIYYARA","UPHIN/2016/67163","28-05-2016","Hindi","Weekly","IRSHAD BEG","IRSHAD BEG","Uttar Pradesh","Lucknow","View        registration details for AALMI SAIYYARA (UPHIN/2016/67163)"
"589","AALMI SITARA","UPURD/2015/61957","19-05-2015","Urdu","Daily","ASMA KALAM","ASMA KALAM","Uttar Pradesh","Lucknow","View        registration details for AALMI SITARA (UPURD/2015/61957)"
"590","AALMI WAJOOD","DELURD/2003/10957","19-08-2003","Urdu","Monthly","SOHAIL KHAN","SOHAIL KHAN","Delhi","New Delhi","View        registration details for AALMI WAJOOD (DELURD/2003/10957)"
"591","AALMI WAQAYAT","APURD/2010/33129","30-07-2010","Urdu","Daily","GULAM ABBAS KHAN","GULAM ABBAS KHAN","Andhra Pradesh","Hyderabad","View        registration details for AALMI WAQAYAT (APURD/2010/33129)"
"592","AALOCHINCHU","APTEL/2016/69860","29-12-2016","Telugu","Daily","PADALA SRIHARI REDDY","PADALA SRIHARI REDDY","Andhra Pradesh","East Godavari","View        registration details for AALOCHINCHU (APTEL/2016/69860)"
"593","AALOK PRAVANJYAN","ASSASS/2010/34213","04-11-2010","Assamese","Twice a week","SANKAR GOHAIN","SANKAR GOHAIN","Assam","Assam","View        registration details for AALOK PRAVANJYAN (ASSASS/2010/34213)"
"594","AALOMOYEE","WBBEN/2019/78426","14-01-2020","Bengali","Fortnightly","SUJAY KUMAR GUHA","SUJAY KUMAR GUHA","West Bengal","Kolkata","View        registration details for AALOMOYEE (WBBEN/2019/78426)"
"595","AALOO SANDESH","UPHIN/2018/78527","25-02-2020","Hindi","Weekly","SOHIT KUMAR KATIYAR","SOHIT KUMAR KATIYAR","Uttar Pradesh","Kanpur Nagar","View        registration details for AALOO SANDESH (UPHIN/2018/78527)"
"596","AALU PATRIKA","20246","10-12-1969","Hindi","Weekly","CHOTE LAL KATIYAR","CHOTE LAL KATIYAR","Uttar Pradesh","Farrukhabad","View        registration details for AALU PATRIKA (20246)"
"597","AALUMAI SIRPI","TNBIL/2007/24249","29-05-2008","English, Tamil","Monthly","M. GNANA SEKAR","M/S VITAL INNOVATIVE AND TRANSFORMATIVE ACTION FOR LIFE (TRUST)","Tamil Nadu","Chennai","View        registration details for AALUMAI SIRPI (TNBIL/2007/24249)"
"598","AAM AADMEE EK AAM INSAAN KI SOCH","CHHHIN/2013/50684","03-07-2013","Hindi","Monthly","UMESH KUMAR BANSHI","UMESH KUMAR BANSHI","Chhattisgarh","Raipur","View        registration details for AAM AADMEE EK AAM INSAAN KI SOCH (CHHHIN/2013/50684)"
"599","AAM AADMI DI TAQAT","PUNPUN/2021/84966","09-06-2023","Punjabi","Weekly","MAHESH JINDAL","MAHESH JINDAL","Punjab","Sangrur","View        registration details for AAM AADMI DI TAQAT (PUNPUN/2021/84966)"
"600","AAM AADMI SAMACHAR","DLHIN/25/A3534","28-10-2025","Hindi","Daily","KAJAL KASHYAP","KAJAL KASHYAP","Delhi","New Delhi","View        registration details for AAM AADMI SAMACHAR (DLHIN/25/A3534)"
"601","AAM ADMI","KARKAN/2016/72314","16-06-2017","Kannada","Daily","M.S. ERSHAD UR RAHAMAN","M.S.ERSHAD UR RAHAMAN","Karnataka","Chitradurga","View        registration details for AAM ADMI (KARKAN/2016/72314)"
"602","AAM ADMI KA SIPAHI","UPHIN/2010/34870","20-12-2010","Hindi","Weekly","NEERAJ SHARMA","NEERAJ SHARMA","Uttar Pradesh","Bara Banki","View        registration details for AAM ADMI KA SIPAHI (UPHIN/2010/34870)"
"603","AAM AWAZ","DELBIL/2013/52542","09-10-2013","Hindi, Urdu","Weekly","ASIF KHAN","ASIF KHAN","Delhi","New Delhi","View        registration details for AAM AWAZ (DELBIL/2013/52542)"
"604","AAM AWAZ TIMES","DELHIN/2016/66952","12-05-2016","Hindi","Daily","ASIF KHAN","ASIF KHAN","Delhi","New Delhi","View        registration details for AAM AWAZ TIMES (DELHIN/2016/66952)"
"605","AAM BOL CHAAL NEWS","UPHIN/2016/68454","26-08-2016","Hindi","Weekly","MOHD. IRSHAD","MOHD IRSHAD","Uttar Pradesh","Lucknow","View        registration details for AAM BOL CHAAL NEWS (UPHIN/2016/68454)"
"606","AAM DHARA","UPHIN/26/A1565","16-03-2026","Hindi","Daily","PARTIMA","PARTIMA","Uttar Pradesh","Siddharthnagar","View        registration details for AAM DHARA (UPHIN/26/A1565)"
"607","AAM FIKRA","UPHIN/2022/84151","04-05-2023","Hindi","Weekly","PARTIMA","PARTIMA","Uttar Pradesh","Siddharthnagar","View        registration details for AAM FIKRA (UPHIN/2022/84151)"
"608","AAM JANATA","46513","10-08-1987","Gujarati","Weekly","CHATURBHAI HIRALAL PATEL","CHATURBHAI HIRALAL PATEL","Gujarat","Patan","View        registration details for AAM JANATA (46513)"
"609","AAM JANATA","MHBIL/25/A0652","29-05-2025","Marathi, Hindi","Weekly","CHAITALI HARSHAL KALE","CHAITALI HARSHAL KALE","Maharashtra","Wardha","View        registration details for AAM JANATA (MHBIL/25/A0652)"
"610","AAM JANMANAS","MPHIN/2023/88332","02-08-2024","HINDI","Monthly","MANSVI SAHU","MANSVI SAHU","Madhya Pradesh","Bhopal","View        registration details for AAM JANMANAS (MPHIN/2023/88332)"
"611","AAM JANTA KI BHUMIKA","MPHIN/2023/90284","09-12-2024","HINDI","Monthly","ARJUN SURYAVANSHI","ARJUN SURYAVANSHI","Madhya Pradesh","Ujjain","View        registration details for AAM JANTA KI BHUMIKA (MPHIN/2023/90284)"
"612","AAM MAT","RAJHIN/2013/47799","31-01-2013","Hindi","Fortnightly","VIJAY SHARMA","VIJAY SHARMA","Rajasthan","Jaipur","View        registration details for AAM MAT (RAJHIN/2013/47799)"
"613","AAM NAAGRIK VICHAR","CHHHIN/2023/87493","12-06-2024","HINDI","Monthly","MMK AZAD","MMK AZAD","Chhattisgarh","","View        registration details for AAM NAAGRIK VICHAR (CHHHIN/2023/87493)"
"614","AAM NAGRIK","MPHIN/2023/89636","15-10-2024","HINDI","Monthly","NIKKI SHAKYA","NIKKI SHAKYA","Madhya Pradesh","Gwalior","View        registration details for AAM NAGRIK (MPHIN/2023/89636)"
"615","AAM PARIVARTAN","MPHIN/2014/57539","29-09-2014","Hindi","Daily","VIMAL KUMAR JAIN","AAM PARIVARTAN","Madhya Pradesh","Neemuch","View        registration details for AAM PARIVARTAN (MPHIN/2014/57539)"
"616","AAM RAI","UTTHIN/2014/59669","19-01-2015","Hindi","Weekly","RAJENDRA SINGH NEGI","RAJENDRA SINGH NEGI","Uttarakhand","Haridwar","View        registration details for AAM RAI (UTTHIN/2014/59669)"
"617","AAM RAI","UTTHIN/2011/37254","12-05-2011","Hindi","Weekly","RAJENDRA SINGH NEGI","RAJENDRA SINGH NEGI","Uttarakhand","Dehradun","View        registration details for AAM RAI (UTTHIN/2011/37254)"
"618","AAM SABHA","MPHIN/2019/77487","04-06-2019","Hindi","Daily","ARVIND SINGH","ARVIND SINGH","Madhya Pradesh","Gwalior","View        registration details for AAM SABHA (MPHIN/2019/77487)"
"619","AAM SABHA","MPHIN/25/A3970","17-11-2025","Hindi","Daily","Arvind Singh","Arvind Singh","Madhya Pradesh","Hoshangabad","View        registration details for AAM SABHA (MPHIN/25/A3970)"
"620","AAM SABHA","58819","18-02-1994","Hindi","Daily","ARVIND SINGH","ARVIND SINGH","Madhya Pradesh","Bhopal","View        registration details for AAM SABHA (58819)"
"621","AAM SANGHARSH TIMES","67575","08-11-1997","Marathi","Daily","SAHURAJ AMBAJI SALUNKE","SALUNKE SHAHURAJ AMBAJI","Maharashtra","Dharashiv","View        registration details for AAM SANGHARSH TIMES (67575)"
"622","AAM SANGHARSHSA TIMES","66356","06-02-1994","Marathi","Weekly","SALUNKE SHAHURAJ AMBAJIROA","SALUNKE SHAHURAJ AMBAJIROA","Maharashtra","Dharashiv","View        registration details for AAM SANGHARSHSA TIMES (66356)"
"623","AAMA GARJAN","ORORI/26/A1769","20-03-2026","Oriya","Fortnightly","DINABANDHU MALLIK","DINABANDHU MALLIK","Odisha","Khordha","View        registration details for AAMA GARJAN (ORORI/26/A1769)"
"624","AAMA ODISHA","ORORI/25/A0663","29-05-2025","Oriya","Weekly","SOUMYA RANJAN PATNAIK","SOUMYA RANJAN PATNAIK","Odisha","Khordha","View        registration details for AAMA ODISHA (ORORI/25/A0663)"
"625","AAMA PANCHABATEE","ODIODI/2008/25381","26-08-2008","Oriya","Monthly","HEMANTA NAYAK","HEMANTA NAYAK","Odisha","Odisha","View        registration details for AAMA PANCHABATEE (ODIODI/2008/25381)"
"626","AAMACHI BATMI","MAHMAR/2021/80638","11-11-2021","Marathi","Weekly","SAPNA GULABCHANDRA YADAV","SAPNA GULABCHANDRA YADAV","Maharashtra","Thane","View        registration details for AAMACHI BATMI (MAHMAR/2021/80638)"
"627","AAMAR KAGAJ","WBBEN/2014/59852","28-01-2015","Bengali","Weekly","DEBASIS CHOWDHURY","DEBASIS CHOWDHURY","West Bengal","Paschim Medinipur","View        registration details for AAMAR KAGAJ (WBBEN/2014/59852)"
"628","Aamar Khabar Birbhum","WBBEN/25/A2423","08-09-2025","Bengali","Fortnightly","MUNTAJ RAHAMAN","MUNTAJ RAHAMAN","West Bengal","Birbhum","View        registration details for Aamar Khabar Birbhum (WBBEN/25/A2423)"
"629","AAMAR KOLKATA","WBBEN/25/A2070","04-08-2025","Bengali","Monthly","SWAPAN KUMAR MONDAL","SWAPAN KUMAR MONDAL","West Bengal","South 24 Parganas","View        registration details for AAMAR KOLKATA (WBBEN/25/A2070)"
"630","AAMAR NALBARI","64204","12-08-1996","Assamese","Weekly","SMT.J.SWARGIARY","SMT.J. SWARGIARY","Assam","Nalbari","View        registration details for AAMAR NALBARI (64204)"
"631","Aamar Prayas","ORORI/26/A1298","19-02-2026","Oriya","Daily","Jyotirmaya Panda","Jyotirmaya Panda","Odisha","Khordha","View        registration details for Aamar Prayas (ORORI/26/A1298)"
"632","AAMCHA ABHIMAN","MAHMAR/2015/65667","19-01-2016","Marathi","Daily","RAJENDRA KUMAR BABURAO HOLKAR","RAJENDRA KUMAR BABURAO HOLKAR","Maharashtra","Beed","View        registration details for AAMCHA ABHIMAN (MAHMAR/2015/65667)"
"633","AAMCHA DOLA","MAHMAR/2014/57959","27-10-2014","Marathi","Weekly","DILIP JAYRAM SALUNKE","DILIP JAIRAM SALUNKE","Maharashtra","Dhule","View        registration details for AAMCHA DOLA (MAHMAR/2014/57959)"
